Sample, clk, data, rst
2567692, 1, 1, 0
2567723, 0, 1, 0
2567757, 1, 1, 0
2567788, 0, 1, 0
2567835, 1, 1, 0
2567866, 0, 1, 0
2567893, 1, 1, 0
2567924, 0, 1, 0
2567951, 1, 1, 0
2567982, 0, 1, 0
2568009, 1, 1, 0
2568040, 0, 1, 0
2568067, 1, 1, 0
2568098, 0, 1, 0
2568125, 1, 1, 0
2568156, 0, 1, 0
2568183, 1, 1, 0
2568214, 0, 1, 0
2568242, 1, 1, 0
2568272, 0, 1, 0
2568307, 1, 1, 0
2568338, 0, 1, 0
2568384, 1, 1, 0
2568415, 0, 1, 0
2568442, 1, 1, 0
2568473, 0, 1, 0
2568500, 1, 1, 0
2568531, 0, 1, 0
2568559, 1, 1, 0
2568590, 0, 1, 0
2568617, 1, 1, 0
2568648, 0, 1, 0
2568675, 1, 1, 0
2568706, 0, 1, 0
2568733, 1, 1, 0
2568764, 0, 1, 0
2568791, 1, 1, 0
2568822, 0, 1, 0
2568856, 1, 1, 0
2568887, 0, 1, 0
2568934, 1, 1, 0
2568965, 0, 1, 0
2568992, 1, 1, 0
2569023, 0, 1, 0
2569050, 1, 1, 0
2569081, 0, 1, 0
2569108, 1, 1, 0
2569139, 0, 1, 0
2569166, 1, 1, 0
2569197, 0, 1, 0
2569224, 1, 1, 0
2569255, 0, 1, 0
2569283, 1, 1, 0
2569313, 0, 1, 0
2569341, 1, 1, 0
2569372, 0, 1, 0
2569406, 1, 1, 0
2569437, 0, 1, 0
2569483, 1, 1, 0
2569514, 0, 1, 0
2569541, 1, 1, 0
2569572, 0, 1, 0
2569599, 1, 1, 0
2569630, 0, 1, 0
2569657, 1, 1, 0
2569688, 0, 1, 0
2569715, 1, 1, 0
2569746, 0, 1, 0
2569774, 1, 1, 0
2569804, 0, 1, 0
2569832, 1, 1, 0
2569862, 0, 1, 0
2569890, 1, 1, 0
2569921, 0, 1, 0
2569955, 1, 1, 0
2569986, 0, 1, 0
2570032, 1, 1, 0
2570063, 0, 1, 0
2570091, 1, 1, 0
2570121, 0, 1, 0
2570149, 1, 1, 0
2570179, 0, 1, 0
2570207, 1, 1, 0
2570238, 0, 1, 0
2570265, 1, 1, 0
2570296, 0, 1, 0
2570323, 1, 1, 0
2570354, 0, 1, 0
2570381, 1, 1, 0
2570412, 0, 1, 0
2570440, 1, 1, 0
2570470, 0, 1, 0
2570505, 1, 1, 0
2570536, 0, 1, 0
2570582, 1, 1, 0
2570613, 0, 1, 0
2570640, 1, 1, 0
2570671, 0, 1, 0
2570699, 1, 1, 0
2570730, 0, 1, 0
2570757, 1, 1, 0
2570788, 0, 1, 0
2570815, 1, 1, 0
2570846, 0, 1, 0
2570873, 1, 1, 0
2570904, 0, 1, 0
2570931, 1, 1, 0
2570962, 0, 1, 0
2570989, 1, 1, 0
2571020, 0, 1, 0
2571055, 1, 1, 0
2571086, 0, 1, 0
2571132, 1, 1, 0
2571163, 0, 1, 0
2571190, 1, 1, 0
2571221, 0, 1, 0
2571249, 1, 1, 0
2571280, 0, 1, 0
2571307, 1, 1, 0
2571338, 0, 1, 0
2571365, 1, 1, 0
2571396, 0, 1, 0
2571423, 1, 1, 0
2571454, 0, 1, 0
2571481, 1, 1, 0
2571512, 0, 1, 0
2571539, 1, 1, 0
2571570, 0, 1, 0
2571604, 1, 1, 0
2571635, 0, 1, 0
2571682, 1, 1, 0
2571713, 0, 1, 0
2571740, 1, 1, 0
2571771, 0, 1, 0
2571798, 1, 1, 0
2571829, 0, 1, 0
2571856, 1, 1, 0
2571887, 0, 1, 0
2571915, 1, 1, 0
2571945, 0, 1, 0
2571973, 1, 1, 0
2572004, 0, 1, 0
2572031, 1, 1, 0
2572062, 0, 1, 0
2572089, 1, 1, 0
2572120, 0, 1, 0
2572154, 1, 1, 0
2572185, 0, 1, 0
2572232, 1, 1, 0
2572263, 0, 1, 0
2572290, 1, 1, 0
2572321, 0, 1, 0
2572348, 1, 1, 0
2572379, 0, 1, 0
2572406, 1, 1, 0
2572437, 0, 1, 0
2572464, 1, 1, 0
2572495, 0, 1, 0
2572522, 1, 1, 0
2572553, 0, 1, 0
2572580, 1, 1, 0
2572611, 0, 1, 0
2572639, 1, 1, 0
2572670, 0, 1, 0
2572704, 1, 1, 0
2572735, 0, 1, 0
2572781, 1, 1, 0
2572812, 0, 1, 0
2572840, 1, 1, 0
2572870, 0, 1, 0
2572898, 1, 1, 0
2572929, 0, 1, 0
2572956, 1, 1, 0
2572987, 0, 1, 0
2573014, 1, 1, 0
2573045, 0, 1, 0
2573072, 1, 1, 0
2573103, 0, 1, 0
2573130, 1, 1, 0
2573161, 0, 1, 0
2573188, 1, 1, 0
2573219, 0, 1, 0
2573254, 1, 1, 0
2573285, 0, 1, 0
2573331, 1, 1, 0
2573362, 0, 1, 0
2573389, 1, 1, 0
2573420, 0, 1, 0
2573447, 1, 1, 0
2573478, 0, 1, 0
2573505, 1, 1, 0
2573536, 0, 1, 0
2573563, 1, 1, 0
2573594, 0, 1, 0
2573622, 1, 1, 0
2573652, 0, 1, 0
2573680, 1, 1, 0
2573711, 0, 1, 0
2573738, 1, 1, 0
2573769, 0, 1, 0
2573803, 1, 1, 0
2573834, 0, 1, 0
2573880, 1, 1, 0
2573911, 0, 1, 0
2573938, 1, 1, 0
2573969, 0, 1, 0
2573997, 1, 1, 0
2574028, 0, 1, 0
2574055, 1, 1, 0
2574086, 0, 1, 0
2574113, 1, 1, 0
2574144, 0, 1, 0
2574171, 1, 1, 0
2574202, 0, 1, 0
2574229, 1, 1, 0
2574260, 0, 1, 0
2574287, 1, 1, 0
2574318, 0, 1, 0
2574353, 1, 1, 0
2574383, 0, 1, 0
2574430, 1, 1, 0
2574461, 0, 1, 0
2574488, 1, 1, 0
2574519, 0, 1, 0
2574546, 1, 1, 0
2574577, 0, 1, 0
2574604, 1, 1, 0
2574635, 0, 1, 0
2574662, 1, 1, 0
2574693, 0, 1, 0
2574720, 1, 1, 0
2574751, 0, 1, 0
2574779, 1, 1, 0
2574809, 0, 1, 0
2574837, 1, 1, 0
2574868, 0, 1, 0
2574902, 1, 1, 0
2574933, 0, 1, 0
2574979, 1, 1, 0
2575010, 0, 1, 0
2575037, 1, 1, 0
2575068, 0, 1, 0
2575096, 1, 1, 0
2575127, 0, 1, 0
2575154, 1, 1, 0
2575185, 0, 1, 0
2575212, 1, 1, 0
2575243, 0, 1, 0
2575270, 1, 1, 0
2575301, 0, 1, 0
2575328, 1, 1, 0
2575359, 0, 1, 0
2575386, 1, 1, 0
2575417, 0, 1, 0
2575452, 1, 1, 0
2575483, 0, 1, 0
2575529, 1, 1, 0
2575560, 0, 1, 0
2575587, 1, 1, 0
2575618, 0, 1, 0
2575646, 1, 1, 0
2575676, 0, 1, 0
2575704, 1, 1, 0
2575735, 0, 1, 0
2575762, 1, 1, 0
2575793, 0, 1, 0
2575820, 1, 1, 0
2575851, 0, 1, 0
2575878, 1, 1, 0
2575909, 0, 1, 0
2575936, 1, 1, 0
2575967, 0, 1, 0
2576001, 1, 1, 0
2576032, 0, 1, 0
2576079, 1, 1, 0
2576110, 0, 1, 0
2576137, 1, 1, 0
2576168, 0, 1, 0
2576195, 1, 1, 0
2576226, 0, 1, 0
2576253, 1, 1, 0
2576284, 0, 1, 0
2576311, 1, 1, 0
2576342, 0, 1, 0
2576369, 1, 1, 0
2576400, 0, 1, 0
2576428, 1, 1, 0
2576459, 0, 1, 0
2576486, 1, 1, 0
2576517, 0, 1, 0
2576551, 1, 1, 0
2576582, 0, 1, 0
2714104, 0, 1, 1
2714144, 0, 0, 1
2714168, 1, 0, 1
2714193, 0, 0, 1
2714226, 1, 0, 1
2714251, 0, 0, 1
2714261, 0, 1, 1
2714284, 1, 1, 1
2714310, 0, 1, 1
2714343, 1, 1, 1
2714368, 0, 1, 1
2714377, 0, 0, 1
2714400, 1, 0, 1
2714426, 0, 0, 1
2714458, 1, 0, 1
2714483, 0, 0, 1
2714493, 0, 1, 1
2714517, 1, 1, 1
2714542, 0, 1, 1
2714575, 1, 1, 1
2714600, 0, 1, 1
2714640, 0, 0, 1
2714664, 1, 0, 1
2714689, 0, 0, 1
2714722, 1, 0, 1
2714747, 0, 0, 1
2714780, 1, 0, 1
2714805, 0, 0, 1
2714837, 1, 0, 1
2714863, 0, 0, 1
2714895, 1, 0, 1
2714920, 0, 0, 1
2714953, 1, 0, 1
2714978, 0, 0, 1
2715011, 1, 0, 1
2715036, 0, 0, 1
2715045, 0, 1, 1
2715069, 1, 1, 1
2715094, 0, 1, 1
2715134, 0, 0, 1
2715158, 1, 0, 1
2715183, 0, 0, 1
2715216, 1, 0, 1
2715241, 0, 0, 1
2715274, 1, 0, 1
2715299, 0, 0, 1
2715331, 1, 0, 1
2715356, 0, 0, 1
2715389, 1, 0, 1
2715414, 0, 0, 1
2715447, 1, 0, 1
2715472, 0, 0, 1
2715504, 1, 0, 1
2715530, 0, 0, 1
2715562, 1, 0, 1
2715587, 0, 0, 1
2715597, 0, 0, 0
2715623, 1, 0, 0
2715649, 0, 1, 0
2715690, 1, 1, 0
2715721, 0, 1, 0
2715748, 1, 1, 0
2715779, 0, 1, 0
2715806, 1, 1, 0
2715837, 0, 1, 0
2715864, 1, 1, 0
2715895, 0, 1, 0
2715922, 1, 1, 0
2715953, 0, 1, 0
2715981, 1, 1, 0
2716011, 0, 1, 0
2716039, 1, 1, 0
2716070, 0, 1, 0
2716097, 1, 1, 0
2716128, 0, 1, 0
2716162, 1, 1, 0
2716193, 0, 1, 0
2716239, 1, 1, 0
2716270, 0, 1, 0
2716298, 1, 1, 0
2716328, 0, 1, 0
2716356, 1, 1, 0
2716387, 0, 1, 0
2716414, 1, 1, 0
2716445, 0, 1, 0
2716472, 1, 1, 0
2716503, 0, 1, 0
2716530, 1, 1, 0
2716561, 0, 1, 0
2716588, 1, 1, 0
2716619, 0, 1, 0
2716647, 1, 1, 0
2716678, 0, 1, 0
2716712, 1, 1, 0
2716743, 0, 1, 0
2716789, 1, 1, 0
2716820, 0, 1, 0
2716847, 1, 1, 0
2716878, 0, 1, 0
2716906, 1, 1, 0
2716936, 0, 1, 0
2716964, 1, 1, 0
2716995, 0, 1, 0
2717022, 1, 1, 0
2717053, 0, 1, 0
2717080, 1, 1, 0
2717111, 0, 1, 0
2717138, 1, 1, 0
2717169, 0, 1, 0
2717196, 1, 1, 0
2717227, 0, 1, 0
2717262, 1, 1, 0
2717292, 0, 1, 0
2717339, 1, 1, 0
2717370, 0, 1, 0
2717397, 1, 1, 0
2717428, 0, 1, 0
2717455, 1, 1, 0
2717486, 0, 1, 0
2717513, 1, 1, 0
2717544, 0, 1, 0
2717572, 1, 1, 0
2717603, 0, 1, 0
2717630, 1, 1, 0
2717661, 0, 1, 0
2717688, 1, 1, 0
2717719, 0, 1, 0
2717746, 1, 1, 0
2717777, 0, 1, 0
2717811, 1, 1, 0
2717842, 0, 1, 0
2717889, 1, 1, 0
2717920, 0, 1, 0
2717947, 1, 1, 0
2717978, 0, 1, 0
2718005, 1, 1, 0
2718036, 0, 1, 0
2718063, 1, 1, 0
2718094, 0, 1, 0
2718121, 1, 1, 0
2718152, 0, 1, 0
2718180, 1, 1, 0
2718211, 0, 1, 0
2718238, 1, 1, 0
2718269, 0, 1, 0
2718296, 1, 1, 0
2718327, 0, 1, 0
2718361, 1, 1, 0
2718392, 0, 1, 0
2718439, 1, 1, 0
2718470, 0, 1, 0
2718497, 1, 1, 0
2718528, 0, 1, 0
2718555, 1, 1, 0
2718586, 0, 1, 0
2718613, 1, 1, 0
2718644, 0, 1, 0
2718671, 1, 1, 0
2718702, 0, 1, 0
2718729, 1, 1, 0
2718760, 0, 1, 0
2718787, 1, 1, 0
2718818, 0, 1, 0
2718846, 1, 1, 0
2718876, 0, 1, 0
2718911, 1, 1, 0
2718942, 0, 1, 0
2718988, 1, 1, 0
2719019, 0, 1, 0
2719046, 1, 1, 0
2719077, 0, 1, 0
2719105, 1, 1, 0
2719136, 0, 1, 0
2719163, 1, 1, 0
2719193, 0, 1, 0
2719221, 1, 1, 0
2719251, 0, 1, 0
2719279, 1, 1, 0
2719310, 0, 1, 0
2719337, 1, 1, 0
2719368, 0, 1, 0
2719395, 1, 1, 0
2719426, 0, 1, 0
2719460, 1, 1, 0
2719491, 0, 1, 0
2719538, 1, 1, 0
2719569, 0, 1, 0
2719596, 1, 1, 0
2719627, 0, 1, 0
2719654, 1, 1, 0
2719685, 0, 1, 0
2719712, 1, 1, 0
2719743, 0, 1, 0
2719770, 1, 1, 0
2719801, 0, 1, 0
2719829, 1, 1, 0
2719860, 0, 1, 0
2719887, 1, 1, 0
2719918, 0, 1, 0
2719945, 1, 1, 0
2719976, 0, 1, 0
2720010, 1, 1, 0
2720041, 0, 1, 0
2720088, 1, 1, 0
2720118, 0, 1, 0
2720146, 1, 1, 0
2720177, 0, 1, 0
2720204, 1, 1, 0
2720235, 0, 1, 0
2720262, 1, 1, 0
2720293, 0, 1, 0
2720320, 1, 1, 0
2720351, 0, 1, 0
2720378, 1, 1, 0
2720409, 0, 1, 0
2720437, 1, 1, 0
2720468, 0, 1, 0
2720495, 1, 1, 0
2720526, 0, 1, 0
2720560, 1, 1, 0
2720591, 0, 1, 0
2720637, 1, 1, 0
2720668, 0, 1, 0
2720696, 1, 1, 0
2720726, 0, 1, 0
2720754, 1, 1, 0
2720785, 0, 1, 0
2720812, 1, 1, 0
2720843, 0, 1, 0
2720870, 1, 1, 0
2720901, 0, 1, 0
2720928, 1, 1, 0
2720959, 0, 1, 0
2720986, 1, 1, 0
2721017, 0, 1, 0
2721044, 1, 1, 0
2721075, 0, 1, 0
2721110, 1, 1, 0
2721140, 0, 1, 0
2721187, 1, 1, 0
2721218, 0, 1, 0
2721245, 1, 1, 0
2721276, 0, 1, 0
2721303, 1, 1, 0
2721334, 0, 1, 0
2721361, 1, 1, 0
2721392, 0, 1, 0
2721419, 1, 1, 0
2721450, 0, 1, 0
2721477, 1, 1, 0
2721508, 0, 1, 0
2721536, 1, 1, 0
2721566, 0, 1, 0
2721594, 1, 1, 0
2721625, 0, 1, 0
2721659, 1, 1, 0
2721690, 0, 1, 0
2721736, 1, 1, 0
2721767, 0, 1, 0
2721794, 1, 1, 0
2721825, 0, 1, 0
2721853, 1, 1, 0
2721884, 0, 1, 0
2721911, 1, 1, 0
2721942, 0, 1, 0
2721969, 1, 1, 0
2722000, 0, 1, 0
2722027, 1, 1, 0
2722058, 0, 1, 0
2722085, 1, 1, 0
2722116, 0, 1, 0
2722144, 1, 1, 0
2722174, 0, 1, 0
2722209, 1, 1, 0
2722240, 0, 1, 0
2722286, 1, 1, 0
2722317, 0, 1, 0
2722344, 1, 1, 0
2722375, 0, 1, 0
2722402, 1, 1, 0
2722433, 0, 1, 0
2722461, 1, 1, 0
2722492, 0, 1, 0
2722519, 1, 1, 0
2722550, 0, 1, 0
2722577, 1, 1, 0
2722608, 0, 1, 0
2722635, 1, 1, 0
2722666, 0, 1, 0
2722693, 1, 1, 0
2722724, 0, 1, 0
2722759, 1, 1, 0
2722790, 0, 1, 0
2722836, 1, 1, 0
2722867, 0, 1, 0
2722894, 1, 1, 0
2722925, 0, 1, 0
2722952, 1, 1, 0
2722983, 0, 1, 0
2723011, 1, 1, 0
2723042, 0, 1, 0
2723069, 1, 1, 0
2723100, 0, 1, 0
2723127, 1, 1, 0
2723158, 0, 1, 0
2723185, 1, 1, 0
2723216, 0, 1, 0
2723243, 1, 1, 0
2723274, 0, 1, 0
2723309, 1, 1, 0
2723339, 0, 1, 0
2723386, 1, 1, 0
2723417, 0, 1, 0
2723444, 1, 1, 0
2723475, 0, 1, 0
2723502, 1, 1, 0
2723533, 0, 1, 0
2723560, 1, 1, 0
2723591, 0, 1, 0
2723618, 1, 1, 0
2723649, 0, 1, 0
2723677, 1, 1, 0
2723707, 0, 1, 0
2723735, 1, 1, 0
2723766, 0, 1, 0
2723793, 1, 1, 0
2723824, 0, 1, 0
2723858, 1, 1, 0
2723889, 0, 1, 0
2723935, 1, 1, 0
2723966, 0, 1, 0
2723994, 1, 1, 0
2724025, 0, 1, 0
2724052, 1, 1, 0
2724083, 0, 1, 0
2724110, 1, 1, 0
2724141, 0, 1, 0
2724168, 1, 1, 0
2724199, 0, 1, 0
2724226, 1, 1, 0
2724257, 0, 1, 0
2724285, 1, 1, 0
2724315, 0, 1, 0
2724343, 1, 1, 0
2724374, 0, 1, 0
2724408, 1, 1, 0
2724439, 0, 1, 0
2724485, 1, 1, 0
2724516, 0, 1, 0
2724543, 1, 1, 0
2724574, 0, 1, 0
2724602, 1, 1, 0
2724632, 0, 1, 0
2724660, 1, 1, 0
2724691, 0, 1, 0
2724718, 1, 1, 0
2724749, 0, 1, 0
2724776, 1, 1, 0
2724807, 0, 1, 0
2724834, 1, 1, 0
2724865, 0, 1, 0
2724892, 1, 1, 0
2724923, 0, 1, 0
2724958, 1, 1, 0
2724988, 0, 1, 0
2725035, 1, 1, 0
2725066, 0, 1, 0
2725093, 1, 1, 0
2725124, 0, 1, 0
2725151, 1, 1, 0
2725182, 0, 1, 0
2725209, 1, 1, 0
2725240, 0, 1, 0
2725267, 1, 1, 0
2725298, 0, 1, 0
2725325, 1, 1, 0
2725356, 0, 1, 0
2725384, 1, 1, 0
2725415, 0, 1, 0
2725442, 1, 1, 0
2725473, 0, 1, 0
2725507, 1, 1, 0
2725538, 0, 1, 0
2725585, 1, 1, 0
2725616, 0, 1, 0
2725643, 1, 1, 0
2725674, 0, 1, 0
2725701, 1, 1, 0
2725732, 0, 1, 0
2725759, 1, 1, 0
2725790, 0, 1, 0
2725817, 1, 1, 0
2725848, 0, 1, 0
2725875, 1, 1, 0
2725906, 0, 1, 0
2725933, 1, 1, 0
2725964, 0, 1, 0
2725991, 1, 1, 0
2726022, 0, 1, 0
2726057, 1, 1, 0
2726088, 0, 1, 0
2726134, 1, 1, 0
2726165, 0, 1, 0
2726192, 1, 1, 0
2726223, 0, 1, 0
2726250, 1, 1, 0
2726281, 0, 1, 0
2726308, 1, 1, 0
2726339, 0, 1, 0
2726366, 1, 1, 0
2726397, 0, 1, 0
2726425, 1, 1, 0
2726456, 0, 1, 0
2726483, 1, 1, 0
2726514, 0, 1, 0
2726541, 1, 1, 0
2726572, 0, 1, 0
2726606, 1, 1, 0
2726637, 0, 1, 0
2726683, 1, 1, 0
2726714, 0, 1, 0
2726742, 1, 1, 0
2726773, 0, 1, 0
2726800, 1, 1, 0
2726831, 0, 1, 0
2726858, 1, 1, 0
2726889, 0, 1, 0
2726916, 1, 1, 0
2726947, 0, 1, 0
2726974, 1, 1, 0
2727005, 0, 1, 0
2727032, 1, 1, 0
2727063, 0, 1, 0
2727091, 1, 1, 0
2727121, 0, 1, 0
2727156, 1, 1, 0
2727187, 0, 1, 0
2727233, 1, 1, 0
2727264, 0, 1, 0
2727291, 1, 1, 0
2727322, 0, 1, 0
2727350, 1, 1, 0
2727381, 0, 1, 0
2727408, 1, 1, 0
2727439, 0, 1, 0
2727466, 1, 1, 0
2727497, 0, 1, 0
2727524, 1, 1, 0
2727555, 0, 1, 0
2727582, 1, 1, 0
2727613, 0, 1, 0
2727641, 1, 1, 0
2727671, 0, 1, 0
2727706, 1, 1, 0
2727737, 0, 1, 0
2727783, 1, 1, 0
2727814, 0, 1, 0
2727841, 1, 1, 0
2727872, 0, 1, 0
2727899, 1, 1, 0
2727930, 0, 1, 0
2727957, 1, 1, 0
2727988, 0, 1, 0
2728016, 1, 1, 0
2728047, 0, 1, 0
2728074, 1, 1, 0
2728105, 0, 1, 0
2728132, 1, 1, 0
2728163, 0, 1, 0
2728190, 1, 1, 0
2728221, 0, 1, 0
2728255, 1, 1, 0
2728286, 0, 1, 0
2728333, 1, 1, 0
2728364, 0, 1, 0
2728391, 1, 1, 0
2728422, 0, 1, 0
2728449, 1, 1, 0
2728480, 0, 1, 0
2728507, 1, 1, 0
2728538, 0, 1, 0
2728565, 1, 1, 0
2728596, 0, 1, 0
2728623, 1, 1, 0
2728654, 0, 1, 0
2728682, 1, 1, 0
2728712, 0, 1, 0
2728740, 1, 1, 0
2728771, 0, 1, 0
2728805, 1, 1, 0
2728836, 0, 1, 0
2728882, 1, 1, 0
2728913, 0, 1, 0
2728941, 1, 1, 0
2728972, 0, 1, 0
2728999, 1, 1, 0
2729030, 0, 1, 0
2729057, 1, 1, 0
2729088, 0, 1, 0
2729115, 1, 1, 0
2729146, 0, 1, 0
2729173, 1, 1, 0
2729204, 0, 1, 0
2729231, 1, 1, 0
2729262, 0, 1, 0
2729290, 1, 1, 0
2729320, 0, 1, 0
2729355, 1, 1, 0
2729386, 0, 1, 0
2729432, 1, 1, 0
2729463, 0, 1, 0
2729490, 1, 1, 0
2729521, 0, 1, 0
2729548, 1, 1, 0
2729579, 0, 1, 0
2729606, 1, 1, 0
2729637, 0, 1, 0
2729665, 1, 1, 0
2729696, 0, 1, 0
2729723, 1, 1, 0
2729753, 0, 1, 0
2729781, 1, 1, 0
2729812, 0, 1, 0
2729839, 1, 1, 0
2729870, 0, 1, 0
2729904, 1, 1, 0
2729935, 0, 1, 0
2729982, 1, 1, 0
2730012, 0, 1, 0
2730040, 1, 1, 0
2730071, 0, 1, 0
2730098, 1, 1, 0
2730129, 0, 1, 0
2730156, 1, 1, 0
2730187, 0, 1, 0
2730214, 1, 1, 0
2730245, 0, 1, 0
2730272, 1, 1, 0
2730303, 0, 1, 0
2730331, 1, 1, 0
2730361, 0, 1, 0
2730389, 1, 1, 0
2730420, 0, 1, 0
2730454, 1, 1, 0
2730485, 0, 1, 0
2730531, 1, 1, 0
2730562, 0, 1, 0
2730589, 1, 1, 0
2730620, 0, 1, 0
2730648, 1, 1, 0
2730678, 0, 1, 0
2730706, 1, 1, 0
2730737, 0, 1, 0
2730764, 1, 1, 0
2730795, 0, 1, 0
2730822, 1, 1, 0
2730853, 0, 1, 0
2730880, 1, 1, 0
2730911, 0, 1, 0
2730938, 1, 1, 0
2730969, 0, 1, 0
2731004, 1, 1, 0
2731034, 0, 1, 0
2731081, 1, 1, 0
2731112, 0, 1, 0
2731139, 1, 1, 0
2731170, 0, 1, 0
2731197, 1, 1, 0
2731228, 0, 1, 0
2731255, 1, 1, 0
2731286, 0, 1, 0
2731314, 1, 1, 0
2731344, 0, 1, 0
2731372, 1, 1, 0
2731403, 0, 1, 0
2731430, 1, 1, 0
2731461, 0, 1, 0
2731488, 1, 1, 0
2731519, 0, 1, 0
2731553, 1, 1, 0
2731584, 0, 1, 0
2731630, 1, 1, 0
2731661, 0, 1, 0
2731688, 1, 1, 0
2731719, 0, 1, 0
2731746, 1, 1, 0
2731777, 0, 1, 0
2731805, 1, 1, 0
2731836, 0, 1, 0
2731863, 1, 1, 0
2731894, 0, 1, 0
2731921, 1, 1, 0
2731952, 0, 1, 0
2731979, 1, 1, 0
2732010, 0, 1, 0
2732037, 1, 1, 0
2732068, 0, 1, 0
2732103, 1, 1, 0
2732134, 0, 1, 0
2732180, 1, 1, 0
2732211, 0, 1, 0
2732238, 1, 1, 0
2732269, 0, 1, 0
2732296, 1, 1, 0
2732327, 0, 1, 0
2732354, 1, 1, 0
2732385, 0, 1, 0
2732413, 1, 1, 0
2732444, 0, 1, 0
2732471, 1, 1, 0
2732502, 0, 1, 0
2732529, 1, 1, 0
2732560, 0, 1, 0
2732587, 1, 1, 0
2732618, 0, 1, 0
2732652, 1, 1, 0
2732683, 0, 1, 0
2732729, 1, 1, 0
2732760, 0, 1, 0
2732788, 1, 1, 0
2732819, 0, 1, 0
2732846, 1, 1, 0
2732877, 0, 1, 0
2732904, 1, 1, 0
2732935, 0, 1, 0
2732962, 1, 1, 0
2732993, 0, 1, 0
2733020, 1, 1, 0
2733051, 0, 1, 0
2733078, 1, 1, 0
2733109, 0, 1, 0
2733136, 1, 1, 0
2733167, 0, 1, 0
2733202, 1, 1, 0
2733232, 0, 1, 0
2733279, 1, 1, 0
2733310, 0, 1, 0
2733337, 1, 1, 0
2733368, 0, 1, 0
2733395, 1, 1, 0
2733426, 0, 1, 0
2733453, 1, 1, 0
2733484, 0, 1, 0
2733511, 1, 1, 0
2733542, 0, 1, 0
2733569, 1, 1, 0
2733600, 0, 1, 0
2733627, 1, 1, 0
2733658, 0, 1, 0
2733686, 1, 1, 0
2733717, 0, 1, 0
2733751, 1, 1, 0
2733782, 0, 1, 0
2733828, 1, 1, 0
2733859, 0, 1, 0
2733886, 1, 1, 0
2733917, 0, 1, 0
2733945, 1, 1, 0
2733975, 0, 1, 0
2734003, 1, 1, 0
2734034, 0, 1, 0
2734061, 1, 1, 0
2734092, 0, 1, 0
2734119, 1, 1, 0
2734150, 0, 1, 0
2734177, 1, 1, 0
2734208, 0, 1, 0
2734235, 1, 1, 0
2734266, 0, 1, 0
2734301, 1, 1, 0
2734331, 0, 1, 0
2734378, 1, 1, 0
2734409, 0, 1, 0
2734436, 1, 1, 0
2734467, 0, 1, 0
2734494, 1, 1, 0
2734525, 0, 1, 0
2734552, 1, 1, 0
2734583, 0, 1, 0
2734610, 1, 1, 0
2734641, 0, 1, 0
2734668, 1, 1, 0
2734699, 0, 1, 0
2734727, 1, 1, 0
2734758, 0, 1, 0
2734785, 1, 1, 0
2734816, 0, 1, 0
2734850, 1, 1, 0
2734881, 0, 1, 0
2734927, 1, 1, 0
2734958, 0, 1, 0
2734986, 1, 1, 0
2735017, 0, 1, 0
2735044, 1, 1, 0
2735075, 0, 1, 0
2735102, 1, 1, 0
2735133, 0, 1, 0
2735160, 1, 1, 0
2735191, 0, 1, 0
2735218, 1, 1, 0
2735249, 0, 1, 0
2735277, 1, 1, 0
2735308, 0, 1, 0
2735335, 1, 1, 0
2735366, 0, 1, 0
2735400, 1, 1, 0
2735431, 0, 1, 0
2735478, 1, 1, 0
2735509, 0, 1, 0
2735536, 1, 1, 0
2735567, 0, 1, 0
2735594, 1, 1, 0
2735625, 0, 1, 0
2735652, 1, 1, 0
2735683, 0, 1, 0
2735710, 1, 1, 0
2735741, 0, 1, 0
2735768, 1, 1, 0
2735799, 0, 1, 0
2735827, 1, 1, 0
2735858, 0, 1, 0
2735885, 1, 1, 0
2735916, 0, 1, 0
2735950, 1, 1, 0
2735981, 0, 1, 0
2736028, 1, 1, 0
2736058, 0, 1, 0
2736086, 1, 1, 0
2736117, 0, 1, 0
2736144, 1, 1, 0
2736175, 0, 1, 0
2736202, 1, 1, 0
2736233, 0, 1, 0
2736260, 1, 1, 0
2736291, 0, 1, 0
2736318, 1, 1, 0
2736349, 0, 1, 0
2736377, 1, 1, 0
2736407, 0, 1, 0
2736435, 1, 1, 0
2736466, 0, 1, 0
2736500, 1, 1, 0
2736531, 0, 1, 0
2736577, 1, 1, 0
2736608, 0, 1, 0
2736636, 1, 1, 0
2736666, 0, 1, 0
2736694, 1, 1, 0
2736725, 0, 1, 0
2736752, 1, 1, 0
2736783, 0, 1, 0
2736810, 1, 1, 0
2736841, 0, 1, 0
2736868, 1, 1, 0
2736899, 0, 1, 0
2736926, 1, 1, 0
2736957, 0, 1, 0
2736984, 1, 1, 0
2737015, 0, 1, 0
2737050, 1, 1, 0
2737081, 0, 1, 0
2737127, 1, 1, 0
2737158, 0, 1, 0
2737185, 1, 1, 0
2737216, 0, 1, 0
2737243, 1, 1, 0
2737274, 0, 1, 0
2737302, 1, 1, 0
2737333, 0, 1, 0
2737360, 1, 1, 0
2737391, 0, 1, 0
2737418, 1, 1, 0
2737449, 0, 1, 0
2737476, 1, 1, 0
2737507, 0, 1, 0
2737534, 1, 1, 0
2737565, 0, 1, 0
2737599, 1, 1, 0
2737630, 0, 1, 0
2737676, 1, 1, 0
2737707, 0, 1, 0
2737735, 1, 1, 0
2737766, 0, 1, 0
2737793, 1, 1, 0
